topic,source_type,title,url,identifier,retrieved_at_utc,acquisition_conditions,storage_path,file_size_bytes,sha256,usage_conditions,completeness,local_status
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=31&block_no=47575&year=2021&month=11&day=&view=p1,s47575:2021-11,2026-09-24T10:10:05.049896+00:00,"{'prec_no': '31', 'block_no': '47575', 'year': '2021', 'month': '11', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47575_2021_11_daily.html,37409,5164b636747b8d9208ff2654f3288684c73ddca759fe53fa8ede27d1c735ea9c,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=31&block_no=47575&year=2021&month=12&day=&view=p1,s47575:2021-12,2026-09-24T10:10:06.696959+00:00,"{'prec_no': '31', 'block_no': '47575', 'year': '2021', 'month': '12', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47575_2021_12_daily.html,38231,31cc72caacd1aa37e40724fe4060650fa1745ed1c97fb2e3b28662ddcd125f0b,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=31&block_no=47575&year=2022&month=01&day=&view=p1,s47575:2022-01,2026-09-24T10:10:08.348573+00:00,"{'prec_no': '31', 'block_no': '47575', 'year': '2022', 'month': '01', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47575_2022_01_daily.html,38272,aff825e363a7a0322cc6049d48364ab184bcf48bd2f21f80c794c81b303d26b3,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=31&block_no=47575&year=2022&month=02&day=&view=p1,s47575:2022-02,2026-09-24T10:10:09.991614+00:00,"{'prec_no': '31', 'block_no': '47575', 'year': '2022', 'month': '02', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47575_2022_02_daily.html,35522,cf05b7dd798f70a493cc124a1b82b6d320a810f536478ba209954636f06b6fc8,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=31&block_no=47575&year=2022&month=03&day=&view=p1,s47575:2022-03,2026-09-24T10:10:11.632651+00:00,"{'prec_no': '31', 'block_no': '47575', 'year': '2022', 'month': '03', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47575_2022_03_daily.html,38439,9109c2ebed403fb4b6d951a08faba7ec661d1b955aab60c63d677db6e5cdc5bc,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=31&block_no=47575&year=2022&month=04&day=&view=p1,s47575:2022-04,2026-09-24T10:10:13.369554+00:00,"{'prec_no': '31', 'block_no': '47575', 'year': '2022', 'month': '04', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47575_2022_04_daily.html,36983,3c0f0abcfaf449a146977a8db5c3a3d52a1983d7b8aeb52077ae2c915e5626b4,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=31&block_no=47575&year=2022&month=11&day=&view=p1,s47575:2022-11,2026-09-24T10:10:15.006069+00:00,"{'prec_no': '31', 'block_no': '47575', 'year': '2022', 'month': '11', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47575_2022_11_daily.html,37313,5788b6f390ce286e0832cf3fd9646b9f10886a03af186fb1e50e19ae32f4d101,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=31&block_no=47575&year=2022&month=12&day=&view=p1,s47575:2022-12,2026-09-24T10:10:16.650306+00:00,"{'prec_no': '31', 'block_no': '47575', 'year': '2022', 'month': '12', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47575_2022_12_daily.html,38408,b46794beec2678bc67c9b96ee794080dc5b945122e6f6eb87a97bf9105b8b9de,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=31&block_no=47575&year=2023&month=01&day=&view=p1,s47575:2023-01,2026-09-24T10:10:18.308665+00:00,"{'prec_no': '31', 'block_no': '47575', 'year': '2023', 'month': '01', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47575_2023_01_daily.html,38144,b40fb5400e0bcceae7bdd68c9865fb98e751bf65d41568a6d6ca2a4e0653e810,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=31&block_no=47575&year=2023&month=02&day=&view=p1,s47575:2023-02,2026-09-24T10:10:20.049153+00:00,"{'prec_no': '31', 'block_no': '47575', 'year': '2023', 'month': '02', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47575_2023_02_daily.html,35654,9849c541d947513ac295144d2f905eed5a1e2d038aecf9db93417dfe7ba98a62,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=31&block_no=47575&year=2023&month=03&day=&view=p1,s47575:2023-03,2026-09-24T10:10:21.683016+00:00,"{'prec_no': '31', 'block_no': '47575', 'year': '2023', 'month': '03', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47575_2023_03_daily.html,37957,c031c28622c692fce1e404773d8ec2e48a4aeacfd75612e1486728d7e58a30c8,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=31&block_no=47575&year=2023&month=04&day=&view=p1,s47575:2023-04,2026-09-24T10:10:23.331087+00:00,"{'prec_no': '31', 'block_no': '47575', 'year': '2023', 'month': '04', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47575_2023_04_daily.html,37114,47b0e45a4e6337076fc2a7befc43a289df3b30353b60188aa7804f2228076c2e,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=31&block_no=47575&year=2023&month=11&day=&view=p1,s47575:2023-11,2026-09-24T10:10:24.970632+00:00,"{'prec_no': '31', 'block_no': '47575', 'year': '2023', 'month': '11', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47575_2023_11_daily.html,37280,4d60add3e66fa2c598007d29ae8540dd84b75b134bddf1e2f6775f552081f1c0,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=31&block_no=47575&year=2023&month=12&day=&view=p1,s47575:2023-12,2026-09-24T10:10:26.612387+00:00,"{'prec_no': '31', 'block_no': '47575', 'year': '2023', 'month': '12', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47575_2023_12_daily.html,38364,dc4f9b36860df939a56cb2c2e5191029b4166efa600d83d20a19030291ce0b80,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=31&block_no=47575&year=2024&month=01&day=&view=p1,s47575:2024-01,2026-09-24T10:10:28.255652+00:00,"{'prec_no': '31', 'block_no': '47575', 'year': '2024', 'month': '01', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47575_2024_01_daily.html,38570,5bf40ba1ad314e9cac13abc10899fc5c82816a4a4f5e32a2e63bf72157b71009,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=31&block_no=47575&year=2024&month=02&day=&view=p1,s47575:2024-02,2026-09-24T10:10:29.992817+00:00,"{'prec_no': '31', 'block_no': '47575', 'year': '2024', 'month': '02', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47575_2024_02_daily.html,36451,0556b6a4fe2b9670a19c8e0d8e065a3fb9708aa0f304ece07b721c350a8ad4ea,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=31&block_no=47575&year=2024&month=03&day=&view=p1,s47575:2024-03,2026-09-24T10:10:31.626990+00:00,"{'prec_no': '31', 'block_no': '47575', 'year': '2024', 'month': '03', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47575_2024_03_daily.html,38173,adb59363a497268439defff7f13ace156b758437c9ce95bc7b25528bcc873b63,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=31&block_no=47575&year=2024&month=04&day=&view=p1,s47575:2024-04,2026-09-24T10:10:33.263622+00:00,"{'prec_no': '31', 'block_no': '47575', 'year': '2024', 'month': '04', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47575_2024_04_daily.html,37014,f44789177f70ab8b35687ff260f6cbfe279406b78b334f31955d835ae0e7824c,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=35&block_no=47520&year=2021&month=11&day=&view=p1,s47520:2021-11,2026-09-24T10:10:34.912360+00:00,"{'prec_no': '35', 'block_no': '47520', 'year': '2021', 'month': '11', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47520_2021_11_daily.html,36303,9867df599cdf274104f4e649faabac85b586ddadf51369c007524f29efe91a86,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=35&block_no=47520&year=2021&month=12&day=&view=p1,s47520:2021-12,2026-09-24T10:10:36.604771+00:00,"{'prec_no': '35', 'block_no': '47520', 'year': '2021', 'month': '12', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47520_2021_12_daily.html,37185,43e7fe1b183f5af35d549c17a6f0a7bc3d6bd3cb673fa69b6a6fa61ebfa63d67,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=35&block_no=47520&year=2022&month=01&day=&view=p1,s47520:2022-01,2026-09-24T10:10:38.283464+00:00,"{'prec_no': '35', 'block_no': '47520', 'year': '2022', 'month': '01', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47520_2022_01_daily.html,37258,ba008f46d997610a16683986df8e1891ed15b5ad48bb7e8c4711ae1709bcd4d3,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=35&block_no=47520&year=2022&month=02&day=&view=p1,s47520:2022-02,2026-09-24T10:10:39.964481+00:00,"{'prec_no': '35', 'block_no': '47520', 'year': '2022', 'month': '02', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47520_2022_02_daily.html,34580,8e1e99d3cf4b79f697a61d624fc524303b0eb46ff7c2975e193d81311b9f2039,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=35&block_no=47520&year=2022&month=03&day=&view=p1,s47520:2022-03,2026-09-24T10:10:41.636075+00:00,"{'prec_no': '35', 'block_no': '47520', 'year': '2022', 'month': '03', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47520_2022_03_daily.html,37215,7689848d0c16deb73bfc90be3d9a63666cf332e4e4231ce4d88f485d72b07e4e,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=35&block_no=47520&year=2022&month=04&day=&view=p1,s47520:2022-04,2026-09-24T10:10:43.308066+00:00,"{'prec_no': '35', 'block_no': '47520', 'year': '2022', 'month': '04', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47520_2022_04_daily.html,36289,a63929650e66c4b91096b12736842d55c1b25c8349223f0639a11d82f8c91e20,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=35&block_no=47520&year=2022&month=11&day=&view=p1,s47520:2022-11,2026-09-24T10:10:44.995791+00:00,"{'prec_no': '35', 'block_no': '47520', 'year': '2022', 'month': '11', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47520_2022_11_daily.html,36314,3663baa08e216efa5a7f55dc24aed8088d1907a9dd2b74b6e9d347d542cafab4,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=35&block_no=47520&year=2022&month=12&day=&view=p1,s47520:2022-12,2026-09-24T10:10:46.678231+00:00,"{'prec_no': '35', 'block_no': '47520', 'year': '2022', 'month': '12', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47520_2022_12_daily.html,37202,d04a4c9ac8f9eb1464ceed3dfa58f07d27cc43367337bd5fb0e9ce652e7a6806,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=35&block_no=47520&year=2023&month=01&day=&view=p1,s47520:2023-01,2026-09-24T10:10:48.351941+00:00,"{'prec_no': '35', 'block_no': '47520', 'year': '2023', 'month': '01', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47520_2023_01_daily.html,37237,76f0c4037db741d7017d7d9080a68d989fa4d12a92eef930b42c85e6b54fea34,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=35&block_no=47520&year=2023&month=02&day=&view=p1,s47520:2023-02,2026-09-24T10:10:50.041832+00:00,"{'prec_no': '35', 'block_no': '47520', 'year': '2023', 'month': '02', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47520_2023_02_daily.html,34519,f2ea7592577f2d497bc92951a51d156bde07d1443e69e978b6980c5efb53e8e3,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=35&block_no=47520&year=2023&month=03&day=&view=p1,s47520:2023-03,2026-09-24T10:10:51.713216+00:00,"{'prec_no': '35', 'block_no': '47520', 'year': '2023', 'month': '03', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47520_2023_03_daily.html,37176,027ef512adf3609aced47a0d711d526281d519bbc74b6f9dfe4a668aee30a48e,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=35&block_no=47520&year=2023&month=04&day=&view=p1,s47520:2023-04,2026-09-24T10:10:53.390018+00:00,"{'prec_no': '35', 'block_no': '47520', 'year': '2023', 'month': '04', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47520_2023_04_daily.html,36315,5c44d0ce84309b09751b7b944514e9a10aae07cb91aebbf1a2b681a8a1d26566,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=35&block_no=47520&year=2023&month=11&day=&view=p1,s47520:2023-11,2026-09-24T10:10:55.076222+00:00,"{'prec_no': '35', 'block_no': '47520', 'year': '2023', 'month': '11', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47520_2023_11_daily.html,36338,75eb16ec8d391e0aac07c6d879f779cc494eab40a7866ffb4d7e6039ed726419,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=35&block_no=47520&year=2023&month=12&day=&view=p1,s47520:2023-12,2026-09-24T10:10:56.768631+00:00,"{'prec_no': '35', 'block_no': '47520', 'year': '2023', 'month': '12', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47520_2023_12_daily.html,37214,0b482ae62dd4fba3917e29f35c7183bbafead69a26ebd3851474c3323773723c,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=35&block_no=47520&year=2024&month=01&day=&view=p1,s47520:2024-01,2026-09-24T10:10:58.463755+00:00,"{'prec_no': '35', 'block_no': '47520', 'year': '2024', 'month': '01', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47520_2024_01_daily.html,37247,87e82e2b596b5d4990462a24b384b598d8b4c10a7e25c951c29d86e2c709a44d,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=35&block_no=47520&year=2024&month=02&day=&view=p1,s47520:2024-02,2026-09-24T10:11:00.137944+00:00,"{'prec_no': '35', 'block_no': '47520', 'year': '2024', 'month': '02', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47520_2024_02_daily.html,35418,8262ed9a29f13e07782f455fa72573f969d1cc9907b1a74dbfc619164af08ba2,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=35&block_no=47520&year=2024&month=03&day=&view=p1,s47520:2024-03,2026-09-24T10:11:01.811895+00:00,"{'prec_no': '35', 'block_no': '47520', 'year': '2024', 'month': '03', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47520_2024_03_daily.html,37137,56a5615e1587e95f4bff4922cfc6067242349456974bb99e14d407f683ac782f,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=35&block_no=47520&year=2024&month=04&day=&view=p1,s47520:2024-04,2026-09-24T10:11:03.556955+00:00,"{'prec_no': '35', 'block_no': '47520', 'year': '2024', 'month': '04', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47520_2024_04_daily.html,36318,5a42ce80919ca4da6b935ec8e2ed9da88022d3b51bd902ef9f4008dbf7cc34ef,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=54&block_no=47612&year=2021&month=11&day=&view=p1,s47612:2021-11,2026-09-24T10:11:05.226085+00:00,"{'prec_no': '54', 'block_no': '47612', 'year': '2021', 'month': '11', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47612_2021_11_daily.html,36271,f4f4baa5070bcf0fcd29735bc02387a80f0dd0f071e35d8a69fe60e10db8b46d,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=54&block_no=47612&year=2021&month=12&day=&view=p1,s47612:2021-12,2026-09-24T10:11:07.001714+00:00,"{'prec_no': '54', 'block_no': '47612', 'year': '2021', 'month': '12', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47612_2021_12_daily.html,37159,168eda05fb16ed662356c5952cbb83ea61111e09914b5a82ab7ae186acf8f8e1,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=54&block_no=47612&year=2022&month=01&day=&view=p1,s47612:2022-01,2026-09-24T10:11:08.699800+00:00,"{'prec_no': '54', 'block_no': '47612', 'year': '2022', 'month': '01', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47612_2022_01_daily.html,37154,a61fd8c4339498aa24d4cedb54e4848720425cbc44338e98b9099ea8e8526e61,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=54&block_no=47612&year=2022&month=02&day=&view=p1,s47612:2022-02,2026-09-24T10:11:10.359381+00:00,"{'prec_no': '54', 'block_no': '47612', 'year': '2022', 'month': '02', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47612_2022_02_daily.html,34497,7f1898a1d89bb6822ac58afa43b3154a13b7936c9002d4feaf1abc9dc2b50f3b,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=54&block_no=47612&year=2022&month=03&day=&view=p1,s47612:2022-03,2026-09-24T10:11:12.038244+00:00,"{'prec_no': '54', 'block_no': '47612', 'year': '2022', 'month': '03', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47612_2022_03_daily.html,37140,2f5b5f177a5443bdfaac01e769a2d9eecec57c6986a4390c550fb08547cdce61,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=54&block_no=47612&year=2022&month=04&day=&view=p1,s47612:2022-04,2026-09-24T10:11:13.714615+00:00,"{'prec_no': '54', 'block_no': '47612', 'year': '2022', 'month': '04', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47612_2022_04_daily.html,36304,11a1dd5d82a07f14ee8c74dfee25181dacea0dbe4d4d8a0643ebe281b7fb56cb,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=54&block_no=47612&year=2022&month=11&day=&view=p1,s47612:2022-11,2026-09-24T10:11:15.404680+00:00,"{'prec_no': '54', 'block_no': '47612', 'year': '2022', 'month': '11', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47612_2022_11_daily.html,36288,7b50abdaae6b047efc630820714a0ba786ab8e05243eb2054cb8b93355ccbb93,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=54&block_no=47612&year=2022&month=12&day=&view=p1,s47612:2022-12,2026-09-24T10:11:17.362628+00:00,"{'prec_no': '54', 'block_no': '47612', 'year': '2022', 'month': '12', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47612_2022_12_daily.html,37124,61db38b40086169f4ede62da60f0df8ef9bd9780c9bae1a45c759b1b1eaad4bf,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=54&block_no=47612&year=2023&month=01&day=&view=p1,s47612:2023-01,2026-09-24T10:11:19.032138+00:00,"{'prec_no': '54', 'block_no': '47612', 'year': '2023', 'month': '01', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47612_2023_01_daily.html,37206,3e56df423d83b47cabe000fc63fc5c0499526436bd9aac5d3b8d094624cb814c,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=54&block_no=47612&year=2023&month=02&day=&view=p1,s47612:2023-02,2026-09-24T10:11:20.703627+00:00,"{'prec_no': '54', 'block_no': '47612', 'year': '2023', 'month': '02', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47612_2023_02_daily.html,34511,65d2833b95a4fab1c253a334fcd3e4b5c05435a8d80abf7bd2fb40ee8bee9bcc,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
